8, 31948, 0.00, 4.97, -1.84, 39.08, 1024.00, 23.925, 0.307, 0.4431, 0.5260, 2.692
9, 33948, 0.00, 4.97, -0.42, 39.00, 1024.00, 23.925, 0.306, 0.4425, 0.5224, 2.064
10, 35948, 0.00, 4.97, -1.47, 39.81, 1024.00, 23.900, 0.313, 0.4487, 0.5151, 1.449
11, 37948, 0.00, 4.97, 4.70, 39.67, 1024.00, 23.875, 0.312, 0.4475, 0.5059, 1.044
12, 39948, 0.00, 4.97, 5.47, 38.94, 1024.00, 23.888, 0.306, 0.4418, 0.4958, 1.026
13, 41948, 0.00, 4.97, 5.02, 38.89, 1024.00, 23.925, 0.306, 0.4416, 0.4856, 1.279
14, 43948, 0.00, 4.97, 1.41, 38.17, 1024.00, 23.937, 0.300, 0.4360, 0.4757, 1.573
15, 45948, 0.00, 4.97, 1.06, 38.64, 1023.88, 23.962, 0.304, 0.4399, 0.4667, 1.750
16, 47948, 0.00, 4.97, -1.91, 38.08, 1024.00, 23.962, 0.299, 0.4354, 0.4587, 1.733
17, 49948, 0.00, 4.97, -1.50, 38.31, 1024.00, 23.950, 0.301, 0.4372, 0.4519, 1.504
18, 51948, 0.00, 4.97, -1.61, 38.16, 1024.00, 23.900, 0.300, 0.4357, 0.4463, 1.156
19, 53948, 0.00, 4.97, -0.25, 39.42, 1024.00, 23.913, 0.310, 0.4457, 0.4422, 0.789
20, 55948, 0.00, 4.97, -2.09, 37.94, 1024.00, 23.913, 0.298, 0.4341, 0.4393, 0.417
21, 57948, 0.00, 4.97, -2.77, 37.64, 1024.00, 23.913, 0.296, 0.4317, 0.4369, -0.014
22, 59948, 0.00, 4.97, -3.16, 37.23, 1024.00, 23.900, 0.293, 0.4285, 0.4349, -0.492
23, 61948, 0.00, 4.97, -3.03, 37.14, 1024.00, 23.900, 0.292, 0.4277, 0.4330, -0.979
24, 63948, 0.00, 4.97, -3.00, 37.87, 1024.00, 23.888, 0.298, 0.4334, 0.4317, -1.437
25, 65948, 0.00, 4.97, -3.33, 37.47, 1024.00, 23.875, 0.294, 0.4302, 0.4307, -1.856
26, 67948, 0.00, 4.97, -3.16, 37.67, 1024.00, 23.875, 0.296, 0.4318, 0.4301, -2.227
27, 69948, 0.00, 4.97, -3.33, 37.22, 1024.00, 23.875, 0.293, 0.4282, 0.4297, -2.542
28, 71948, 0.00, 4.97, -2.38, 37.12, 1024.00, 23.888, 0.292, 0.4275, 0.4293, -2.774
29, 73948, 0.00, 4.97, -1.53, 37.52, 1024.00, 23.900, 0.295, 0.4307, 0.4290, -2.879
30, 75948, 0.00, 4.97, -2.45, 37.41, 1024.00, 23.925, 0.294, 0.4300, 0.4289, -2.894
31, 77948, 0.00, 4.97, -1.95, 37.59, 1024.00, 23.925, 0.295, 0.4314, 0.4290, -2.861
32, 79948, 0.00, 4.97, -2.48, 36.56, 1024.00, 23.900, 0.287, 0.4232, 0.4289, -2.798
33, 81948, 0.00, 4.97, -2.50, 37.00, 1024.00, 23.900, 0.291, 0.4266, 0.4286, -2.736
34, 83948, 0.00, 4.97, -2.38, 36.67, 1024.00, 23.925, 0.288, 0.4242, 0.4282, -2.675
35, 85948, 0.00, 4.97, -3.23, 36.47, 1024.00, 23.950, 0.286, 0.4227, 0.4276, -2.642
36, 87948, 0.00, 4.97, -4.14, 36.78, 1024.00, 23.937, 0.289, 0.4251, 0.4270, -2.686
37, 89948, 0.00, 4.97, -4.53, 37.17, 1024.00, 23.925, 0.292, 0.4281, 0.4265, -2.820
38, 91948, 0.00, 4.97, -3.63, 37.41, 1024.00, 23.925, 0.294, 0.4300, 0.4264, -2.990
39, 93948, 0.00, 4.97, -2.61, 36.59, 1024.00, 23.900, 0.288, 0.4234, 0.4263, -3.113
40, 95948, 0.00, 4.97, -2.34, 36.62, 1024.00, 23.888, 0.288, 0.4236, 0.4261, -3.156
41, 97948, 0.00, 4.97, -1.48, 38.19, 1024.00, 23.888, 0.300, 0.4359, 0.4262, -3.106
42, 99948, 0.00, 4.97, -3.38, 36.83, 1024.00, 23.925, 0.289, 0.4254, 0.4265, -3.030
43, 101948, 0.00, 4.97, -3.34, 36.94, 1024.00, 23.925, 0.290, 0.4263, 0.4267, -2.999
44, 103948, 0.00, 4.97, -3.33, 37.59, 1024.00, 23.950, 0.295, 0.4316, 0.4270, -3.000
45, 105948, 0.00, 4.97, -4.00, 36.28, 1024.00, 23.987, 0.285, 0.4215, 0.4271, -3.042
46, 107948, 0.00, 4.97, -3.20, 35.52, 1024.00, 24.013, 0.279, 0.4156, 0.4267, -3.106
47, 109948, 0.00, 4.97, -3.86, 35.97, 1024.00, 24.050, 0.282, 0.4194, 0.4258, -3.176
48, 111948, 0.00, 4.97, -4.13, 36.62, 1024.00, 24.062, 0.287, 0.4246, 0.4250, -3.275
49, 113948, 0.00, 4.97, -5.13, 35.67, 1024.00, 24.087, 0.280, 0.4172, 0.4241, -3.427
50, 115948, 0.00, 4.97, -5.23, 35.94, 1024.00, 24.087, 0.282, 0.4193, 0.4232, -3.641
51, 117948, 0.00, 4.97, -4.52, 35.56, 1024.00, 24.112, 0.279, 0.4165, 0.4223, -3.863
52, 119948, 0.00, 4.97, -3.03, 35.44, 1024.00, 24.112, 0.278, 0.4155, 0.4212, -4.008
53, 121948, 0.00, 4.97, -2.97, 35.53, 1024.00, 24.112, 0.279, 0.4163, 0.4202, -4.042
54, 123948, 0.00, 4.97, -5.13, 35.47, 1024.00, 24.100, 0.278, 0.4157, 0.4192, -4.065
55, 125948, 0.00, 4.97, -5.91, 34.92, 1024.00, 24.138, 0.274, 0.4116, 0.4182, -4.173
56, 127948, 0.00, 4.97, -3.20, 35.42, 1024.00, 24.138, 0.278, 0.4156, 0.4172, -4.270
57, 129948, 0.00, 4.97, -4.97, 35.50, 1024.00, 24.138, 0.278, 0.4162, 0.4165, -4.323
58, 131948, 0.00, 4.97, -4.00, 35.56, 1024.00, 24.138, 0.279, 0.4167, 0.4160, -4.370
59, 133948, 0.00, 4.97, -3.23, 35.64, 1024.00, 24.125, 0.280, 0.4172, 0.4157, -4.354
60, 135948, 0.00, 4.97, -2.72, 36.16, 1024.00, 24.138, 0.284, 0.4213, 0.4157, -4.256
61, 137948, 0.00, 4.97, -4.94, 34.67, 1024.00, 24.150, 0.272, 0.4097, 0.4158, -4.163
62, 139948, 0.00, 4.97, -5.70, 35.44, 1024.00, 24.163, 0.278, 0.4158, 0.4156, -4.173
63, 141948, 0.00, 4.97, -6.14, 35.94, 1024.00, 24.163, 0.282, 0.4197, 0.4156, -4.290
64, 143948, 0.00, 4.97, -5.64, 35.59, 1024.00, 24.150, 0.279, 0.4170, 0.4158, -4.471
65, 145948, 0.00, 4.97, -6.94, 34.94, 1024.00, 24.163, 0.274, 0.4119, 0.4158, -4.708
66, 147948, 0.00, 4.97, -6.48, 35.05, 1024.00, 24.175, 0.275, 0.4128, 0.4156, -4.994
67, 149948, 0.00, 4.97, -4.94, 34.75, 1024.00, 24.200, 0.272, 0.4106, 0.4153, -5.233
68, 151948, 0.00, 4.97, -4.59, 34.23, 1024.00, 24.200, 0.268, 0.4066, 0.4146, -5.365
69, 153948, 0.00, 4.97, -3.95, 33.86, 1024.00, 24.200, 0.265, 0.4037, 0.4135, -5.386
70, 155948, 0.00, 4.97, -3.98, 34.58, 1024.00, 24.187, 0.271, 0.4092, 0.4124, -5.310
71, 157948, 0.00, 4.97, -4.48, 34.23, 1024.00, 24.163, 0.269, 0.4064, 0.4113, -5.191
72, 159948, 0.00, 4.97, -4.64, 34.44, 1024.00, 24.163, 0.270, 0.4080, 0.4103, -5.071
73, 161948, 0.00, 4.97, -4.00, 34.59, 1024.00, 24.150, 0.271, 0.4091, 0.4095, -4.942
74, 163948, 0.00, 4.97, -4.91, 34.42, 1024.00, 24.150, 0.270, 0.4078, 0.4089, -4.824
75, 165948, 0.00, 4.97, -3.97, 34.47, 1024.00, 24.163, 0.270, 0.4082, 0.4085, -4.720
76, 167948, 0.00, 4.97, -4.25, 34.19, 1024.00, 24.175, 0.268, 0.4061, 0.4081, -4.611
77, 169948, 0.00, 4.97, -2.73, 34.06, 1024.00, 24.200, 0.267, 0.4053, 0.4077, -4.467
78, 171948, 0.00, 4.97, -4.08, 34.20, 1024.00, 24.200, 0.268, 0.4064, 0.4073, -4.302
79, 173948, 0.00, 4.97, -7.55, 34.20, 1024.00, 24.187, 0.268, 0.4063, 0.4069, -4.286
80, 175948, 0.00, 4.97, -14.53, 33.44, 1024.00, 24.175, 0.262, 0.4002, 0.4065, -4.702
81, 177948, 0.00, 4.97, -13.23, 34.31, 1024.00, 24.175, 0.269, 0.4071, 0.4060, -5.563
82, 179948, 0.00, 4.97, -15.64, 33.61, 1024.00, 24.163, 0.264, 0.4015, 0.4056, -6.706
83, 181948, 0.00, 4.97, -13.75, 33.28, 1024.00, 24.138, 0.261, 0.3988, 0.4049, -7.983
84, 183948, 0.00, 4.97, -8.92, 32.84, 1024.00, 24.163, 0.258, 0.3955, 0.4040, -9.058
85, 185948, 0.00, 4.97, -2.55, 32.94, 1023.88, 24.125, 0.258, 0.3960, 0.4028, -9.575
86, 187948, 0.00, 4.97, 0.20, 33.02, 1024.00, 24.075, 0.259, 0.3963, 0.4016, -9.394
87, 189948, 0.00, 4.97, -1.59, 33.44, 1024.00, 24.075, 0.262, 0.3996, 0.4006, -8.722
88, 191948, 0.00, 4.97, -3.56, 33.41, 1024.00, 24.050, 0.262, 0.3992, 0.3998, -7.879
89, 193948, 0.00, 4.97, -3.67, 34.09, 1024.00, 24.025, 0.268, 0.4045, 0.3994, -7.041
90, 195948, 0.00, 4.97, -3.28, 32.70, 1024.00, 24.000, 0.257, 0.3934, 0.3991, -6.248
91, 197948, 0.00, 4.97, -4.03, 32.39, 1024.00, 23.975, 0.254, 0.3908, 0.3985, -5.549
92, 199948, 0.00, 4.97, -4.97, 32.33, 1024.00, 23.937, 0.254, 0.3901, 0.3976, -5.010
93, 201948, 0.00, 4.97, -4.81, 32.47, 1024.00, 23.913, 0.255, 0.3911, 0.3965, -4.638
94, 203948, 0.00, 4.97, -4.81, 33.42, 1024.00, 23.888, 0.263, 0.3984, 0.3956, -4.397
95, 205948, 0.00, 4.97, -6.09, 33.34, 1024.00, 23.837, 0.262, 0.3975, 0.3952, -4.302
96, 207948, 0.00, 4.97, -5.38, 33.48, 1024.00, 23.825, 0.263, 0.3986, 0.3951, -4.327
97, 209948, 0.00, 4.95, -7.03, 33.80, 1024.00, 23.812, 0.266, 0.4009, 0.3953, -4.463
98, 211948, 0.00, 4.97, -7.48, 34.09, 1024.00, 23.788, 0.268, 0.4031, 0.3959, -4.731
99, 213948, 0.00, 4.97, -5.80, 34.50, 1024.00, 23.800, 0.271, 0.4064, 0.3969, -5.033
100, 215948, 0.00, 4.97, -4.19, 34.75, 1024.00, 23.788, 0.273, 0.4083, 0.3982, -5.235
101, 217948, 0.00, 4.97, -3.81, 34.87, 1024.00, 23.788, 0.274, 0.4093, 0.3997, -5.293
102, 219948, 0.00, 4.97, -4.83, 35.22, 1024.00, 23.775, 0.277, 0.4119, 0.4015, -5.271
103, 221948, 0.00, 4.97, -4.02, 34.95, 1024.00, 23.750, 0.275, 0.4097, 0.4032, -5.203
104, 223948, 0.00, 4.97, -3.23, 35.27, 1024.00, 23.712, 0.277, 0.4119, 0.4049, -5.057
105, 225948, 0.00, 4.97, -3.09, 34.66, 1024.00, 23.650, 0.273, 0.4068, 0.4063, -4.838
106, 227948, 0.00, 4.97, -3.47, 34.89, 1024.00, 23.600, 0.275, 0.4083, 0.4073, -4.593
107, 229948, 0.00, 4.97, -2.81, 34.80, 1024.00, 23.575, 0.274, 0.4075, 0.4081, -4.335
108, 231948, 0.00, 4.97, -3.08, 35.62, 1024.00, 23.575, 0.281, 0.4140, 0.4087, -4.072
109, 233948, 0.00, 4.97, -3.25, 36.20, 1024.00, 23.575, 0.285, 0.4185, 0.4097, -3.838
110, 235948, 0.00, 4.97, -3.05, 35.89, 1024.00, 23.587, 0.283, 0.4161, 0.4108, -3.636
111, 237948, 0.00, 4.97, -2.05, 36.64, 1024.00, 23.575, 0.289, 0.4220, 0.4120, -3.430
112, 239948, 0.00, 4.97, 0.42, 35.92, 1024.00, 23.525, 0.283, 0.4160, 0.4133, -3.126
113, 241948, 0.00, 4.95, 1.77, 36.97, 1024.00, 23.425, 0.291, 0.4237, 0.4146, -2.654
114, 243948, 0.00, 4.97, 2.14, 36.56, 1024.00, 23.388, 0.288, 0.4203, 0.4160, -2.043
115, 245948, 0.00, 4.97, 0.23, 36.33, 1024.00, 23.337, 0.287, 0.4182, 0.4171, -1.427
116, 247948, 0.00, 4.97, -1.34, 36.36, 1024.00, 23.288, 0.287, 0.4181, 0.4179, -0.955
117, 249948, 0.00, 4.97, -1.52, 37.39, 1024.00, 23.275, 0.295, 0.4262, 0.4187, -0.666
118, 251948, 0.00, 4.97, -1.02, 37.30, 1024.00, 23.275, 0.294, 0.4255, 0.4197, -0.508
119, 253948, 0.00, 4.97, 1.50, 37.91, 1024.00, 23.275, 0.299, 0.4303, 0.4209, -0.354
120, 255948, 0.00, 4.97, 3.50, 39.53, 1024.00, 23.237, 0.312, 0.4429, 0.4227, -0.070
121, 257948, 0.00, 4.97, 3.66, 39.50, 1024.00, 23.263, 0.312, 0.4428, 0.4252, 0.353
122, 259948, 0.00, 4.97, 3.36, 39.53, 1024.00, 23.288, 0.312, 0.4432, 0.4280, 0.838
123, 261948, 0.00, 4.97, 3.66, 39.39, 1024.00, 23.312, 0.311, 0.4422, 0.4308, 1.335
124, 263948, 0.00, 4.97, 3.72, 39.47, 1024.00, 23.300, 0.311, 0.4427, 0.4335, 1.819
125, 265948, 0.00, 4.97, 1.11, 40.05, 1024.00, 23.300, 0.316, 0.4473, 0.4360, 2.184
126, 267948, 0.00, 4.97, -4.44, 40.28, 1024.00, 23.312, 0.318, 0.4492, 0.4385, 2.188
127, 269948, 0.00, 4.97, -0.52, 40.39, 1024.00, 23.312, 0.319, 0.4501, 0.4408, 1.896
128, 271948, 0.00, 4.97, 3.39, 39.70, 1024.00, 23.325, 0.313, 0.4447, 0.4429, 1.669
129, 273948, 0.00, 4.97, 4.22, 40.44, 1024.00, 23.325, 0.319, 0.4505, 0.4445, 1.651
130, 275948, 0.00, 4.97, 5.59, 40.28, 1024.00, 23.350, 0.318, 0.4494, 0.4460, 1.844
131, 277948, 0.00, 4.97, 5.55, 40.31, 1024.00, 23.375, 0.318, 0.4498, 0.4472, 2.210
132, 279948, 0.00, 4.97, 6.11, 40.59, 1024.00, 23.362, 0.320, 0.4520, 0.4483, 2.686
133, 281948, 0.00, 4.97, 5.27, 40.83, 1024.00, 23.375, 0.322, 0.4539, 0.4493, 3.198
134, 283948, 0.00, 4.97, 5.39, 40.37, 1024.00, 23.362, 0.319, 0.4502, 0.4502, 3.678
135, 285948, 0.00, 4.95, 8.55, 41.12, 1024.00, 23.350, 0.324, 0.4561, 0.4509, 4.211
136, 287948, 0.00, 4.95, 7.78, 41.22, 1024.00, 23.350, 0.325, 0.4568, 0.4518, 4.821
137, 289948, 0.00, 4.97, 6.61, 41.20, 1024.00, 23.325, 0.325, 0.4566, 0.4527, 5.383
138, 291948, 0.00, 4.97, 6.11, 40.58, 1024.00, 23.337, 0.320, 0.4517, 0.4534, 5.825
139, 293948, 0.00, 4.97, 5.50, 40.70, 1024.00, 23.337, 0.321, 0.4527, 0.4538, 6.122
140, 295948, 0.00, 4.97, 4.81, 40.77, 1024.00, 23.325, 0.322, 0.4531, 0.4540, 6.262
141, 297948, 0.00, 4.97, 3.84, 40.33, 1024.00, 23.337, 0.318, 0.4497, 0.4540, 6.235
142, 299948, 0.00, 4.95, 4.39, 40.20, 1024.00, 23.312, 0.317, 0.4486, 0.4537, 6.083
143, 301948, 0.00, 4.97, 4.89, 40.05, 1024.00, 23.300, 0.316, 0.4473, 0.4531, 5.889
144, 303948, 0.00, 4.97, 4.53, 39.73, 1024.00, 23.275, 0.314, 0.4447, 0.4522, 5.683
145, 305948, 0.00, 4.97, 6.06, 40.03, 1024.00, 23.237, 0.316, 0.4468, 0.4513, 5.520
146, 307948, 0.00, 4.97, 7.61, 40.08, 1024.00, 23.225, 0.316, 0.4471, 0.4503, 5.492
147, 309948, 0.00, 4.97, 7.36, 40.34, 1024.00, 23.187, 0.319, 0.4490, 0.4496, 5.600
148, 311948, 0.00, 4.97, 5.73, 40.00, 1024.00, 23.175, 0.316, 0.4462, 0.4489, 5.732
149, 313948, 0.00, 4.97, 5.41, 39.95, 1024.00, 23.187, 0.316, 0.4459, 0.4483, 5.811
150, 315948, 0.00, 4.97, 4.52, 39.55, 1024.00, 23.138, 0.312, 0.4425, 0.4476, 5.811
151, 317948, 0.00, 4.97, 4.44, 39.67, 1024.00, 23.125, 0.313, 0.4434, 0.4469, 5.727
152, 319948, 0.00, 4.97, 3.39, 39.11, 1024.00, 23.150, 0.309, 0.4391, 0.4460, 5.555
153, 321948, 0.00, 4.97, 7.16, 40.47, 1024.00, 23.175, 0.320, 0.4499, 0.4453, 5.421
154, 323948, 0.00, 4.97, 3.77, 40.23, 1024.00, 23.187, 0.318, 0.4482, 0.4451, 5.334
155, 325948, 0.00, 4.95, 3.83, 40.42, 1024.00, 23.200, 0.319, 0.4497, 0.4452, 5.177
156, 327948, 0.00, 4.97, 4.36, 40.53, 1024.00, 23.200, 0.320, 0.4506, 0.4456, 5.003
157, 329948, 0.00, 4.97, 5.14, 40.52, 1024.00, 23.212, 0.320, 0.4505, 0.4461, 4.869
158, 331948, 0.00, 4.97, 6.16, 40.86, 1024.00, 23.225, 0.323, 0.4533, 0.4469, 4.828
159, 333948, 0.00, 4.97, 5.31, 40.86, 1024.00, 23.250, 0.323, 0.4534, 0.4478, 4.857
160, 335948, 0.00, 4.97, 7.11, 40.59, 1024.00, 23.250, 0.320, 0.4513, 0.4487, 4.963
161, 337948, 0.00, 4.97, 6.14, 40.28, 1024.00, 23.237, 0.318, 0.4488, 0.4494, 5.139
162, 339948, 0.00, 4.97, 6.00, 40.58, 1024.00, 23.237, 0.320, 0.4512, 0.4499, 5.317
163, 341948, 0.00, 4.97, 4.84, 40.03, 1024.00, 23.212, 0.316, 0.4467, 0.4502, 5.444
164, 343948, 0.00, 4.97, 5.98, 40.36, 1024.00, 23.212, 0.319, 0.4493, 0.4503, 5.528
165, 345948, 0.00, 4.97, 3.61, 39.94, 1024.00, 23.200, 0.315, 0.4459, 0.4501, 5.538
166, 347948, 0.00, 4.95, 2.20, 40.22, 1024.00, 23.175, 0.318, 0.4480, 0.4498, 5.379
167, 349948, 0.00, 4.95, 2.47, 39.58, 1024.00, 23.138, 0.313, 0.4427, 0.4493, 5.079
168, 351948, 0.00, 4.97, 5.94, 39.97, 1024.00, 23.125, 0.316, 0.4457, 0.4487, 4.821
169, 353948, 0.00, 4.97, 7.28, 39.87, 1024.00, 23.112, 0.315, 0.4449, 0.4480, 4.760
170, 355948, 0.00, 4.97, 7.86, 39.92, 1024.00, 23.125, 0.315, 0.4454, 0.4474, 4.896
171, 357948, 0.00, 4.95, 6.16, 40.11, 1024.00, 23.125, 0.317, 0.4468, 0.4469, 5.121
172, 359948, 0.00, 4.95, 5.58, 39.67, 1024.00, 23.087, 0.314, 0.4432, 0.4465, 5.320
173, 361948, 0.00, 4.95, 4.63, 39.48, 1024.00, 23.075, 0.312, 0.4416, 0.4459, 5.441
174, 363948, 0.00, 4.95, 4.20, 38.67, 1024.00, 23.050, 0.306, 0.4351, 0.4450, 5.458
175, 365948, 0.00, 4.95, 3.13, 38.53, 1023.88, 23.062, 0.305, 0.4340, 0.4438, 5.356
176, 367948, 0.00, 4.95, 4.23, 38.69, 1024.00, 23.062, 0.306, 0.4353, 0.4424, 5.182
177, 369948, 0.00, 4.95, 3.47, 38.41, 1024.00, 23.062, 0.304, 0.4330, 0.4409, 4.979
178, 371948, 0.00, 4.95, 5.16, 38.87, 1024.00, 23.050, 0.307, 0.4367, 0.4395, 4.801
179, 373948, 0.00, 4.95, 4.69, 38.94, 1024.00, 23.062, 0.308, 0.4372, 0.4384, 4.687
180, 375948, 0.00, 4.97, 2.73, 39.44, 1024.00, 23.050, 0.312, 0.4411, 0.4377, 4.549
181, 377948, 0.00, 4.97, 2.08, 39.20, 1023.88, 23.050, 0.310, 0.4393, 0.4374, 4.320
182, 379948, 0.00, 4.97, 4.98, 38.77, 1024.00, 23.050, 0.306, 0.4358, 0.4372, 4.116
183, 381948, 0.00, 4.97, 3.92, 38.94, 1024.00, 23.050, 0.308, 0.4372, 0.4370, 3.999
184, 383948, 0.00, 4.97, 1.97, 39.08, 1024.00, 23.038, 0.309, 0.4382, 0.4369, 3.853
185, 385948, 0.00, 4.97, 1.63, 38.27, 1023.88, 23.025, 0.303, 0.4317, 0.4368, 3.625
186, 387948, 0.00, 4.97, 3.19, 38.16, 1024.00, 23.038, 0.302, 0.4309, 0.4363, 3.393
187, 389948, 0.00, 4.97, 4.17, 38.53, 1024.00, 23.050, 0.305, 0.4339, 0.4357, 3.255
188, 391948, 0.00, 4.97, 1.95, 38.45, 1024.00, 23.062, 0.304, 0.4334, 0.4352, 3.149
189, 393948, 0.00, 4.97, 2.42, 39.06, 1024.00, 23.050, 0.309, 0.4381, 0.4349, 3.017
190, 395948, 0.00, 4.97, 1.44, 38.81, 1024.00, 23.050, 0.307, 0.4362, 0.4348, 2.859
191, 397948, 0.00, 4.97, 2.78, 38.75, 1024.00, 23.038, 0.306, 0.4356, 0.4349, 2.705
192, 399948, 0.00, 4.97, 3.61, 38.92, 1023.88, 23.025, 0.308, 0.4369, 0.4350, 2.632
193, 401948, 0.00, 4.97, 4.75, 39.08, 1024.00, 23.025, 0.309, 0.4381, 0.4352, 2.680
194, 403948, 0.00, 4.97, 3.11, 38.06, 1024.00, 23.013, 0.301, 0.4300, 0.4353, 2.791
195, 405948, 0.00, 4.97, 2.52, 37.95, 1024.00, 23.000, 0.300, 0.4291, 0.4350, 2.868
196, 407948, 0.00, 4.97, 3.31, 38.06, 1024.00, 23.000, 0.301, 0.4300, 0.4344, 2.923
197, 409948, 0.00, 4.97, 2.77, 38.06, 1024.00, 22.962, 0.301, 0.4297, 0.4338, 2.967
198, 411948, 0.00, 4.97, 2.39, 37.83, 1024.00, 22.925, 0.299, 0.4277, 0.4330, 2.973
199, 413948, 0.00, 4.97, 3.86, 38.03, 1024.00, 22.888, 0.301, 0.4291, 0.4322, 2.986
200, 415948, 0.00, 4.97, 1.36, 37.02, 1024.00, 22.875, 0.293, 0.4210, 0.4312, 2.971
201, 417948, 0.00, 4.97, 1.36, 36.95, 1024.00, 22.900, 0.292, 0.4206, 0.4299, 2.859
202, 419948, 0.00, 4.97, 1.23, 37.62, 1024.00, 22.925, 0.298, 0.4261, 0.4285, 2.685
