Timestamp,geo:lat,geo:long,Value,,sensor:model,sensor:package,sensor:capability,sensor:units
2015-07-07T16:13:10.000+00:00,37.80212137,-122.2938631,327,,,,,
2015-07-07T16:13:12.000+00:00,37.80211891,-122.2938283,323,,,,,
2015-07-07T16:13:14.000+00:00,37.80212504,-122.2938105,320,,,,,
2015-07-07T16:13:16.000+00:00,37.80212879,-122.2937928,344,,,,,
2015-07-07T16:13:18.000+00:00,37.80213024,-122.2937872,345,,,,,
2015-07-07T16:13:20.000+00:00,37.8021292,-122.2937696,357,,,,,
2015-07-07T16:13:22.000+00:00,37.80212188,-122.2937387,365,,,,,
2015-07-07T16:13:24.000+00:00,37.80211046,-122.29371,361,,,,,
2015-07-07T16:13:26.000+00:00,37.80209635,-122.2936752,357,,,,,
2015-07-07T16:13:28.000+00:00,37.80208046,-122.293643,364,,,,,
2015-07-07T16:13:30.000+00:00,37.80207518,-122.2936082,362,,,,,
2015-07-07T16:13:32.000+00:00,37.80206188,-122.2935623,377,,,,,
2015-07-07T16:13:34.000+00:00,37.8020548,-122.293529,387,,,,,
2015-07-07T16:13:36.000+00:00,37.80204474,-122.2934983,381,,,,,
2015-07-07T16:13:38.000+00:00,37.80203546,-122.2934605,389,,,,,
2015-07-07T16:13:40.000+00:00,37.80202853,-122.2934247,398,,,,,
2015-07-07T16:13:42.000+00:00,37.80202044,-122.2933901,405,,,,,
2015-07-07T16:13:44.000+00:00,37.80200787,-122.2933577,404,,,,,
2015-07-07T16:13:46.000+00:00,37.80199498,-122.2933273,413,,,,,
2015-07-07T16:13:48.000+00:00,37.80198328,-122.2932981,403,,,,,
2015-07-07T16:13:50.000+00:00,37.80197705,-122.2932654,404,,,,,
2015-07-07T16:13:52.000+00:00,37.8019787,-122.2932277,407,,,,,
2015-07-07T16:13:54.000+00:00,37.80197767,-122.2931999,416,,,,,
2015-07-07T16:13:56.000+00:00,37.80197911,-122.293173,420,,,,,
2015-07-07T16:13:58.000+00:00,37.80197063,-122.2931455,438,,,,,
2015-07-07T16:14:00.000+00:00,37.80196224,-122.2931166,483,,,,,
2015-07-07T16:14:02.000+00:00,37.80195063,-122.2930813,541,,,,,
2015-07-07T16:14:04.000+00:00,37.80195237,-122.2930479,596,,,,,
2015-07-07T16:14:06.000+00:00,37.80195073,-122.2930254,634,,,,,
2015-07-07T16:14:08.000+00:00,37.80194832,-122.293016,660,,,,,
2015-07-07T16:14:10.000+00:00,37.80193703,-122.2929906,679,,,,,
2015-07-07T16:14:12.000+00:00,37.80192791,-122.2929693,692,,,,,
2015-07-07T16:14:14.000+00:00,37.80192212,-122.2929435,710,,,,,
2015-07-07T16:14:16.000+00:00,37.80191629,-122.2929134,700,,,,,
2015-07-07T16:14:18.000+00:00,37.80190331,-122.2928837,694,,,,,
2015-07-07T16:14:20.000+00:00,37.801891,-122.2928558,652,,,,,
2015-07-07T16:14:22.000+00:00,37.8018809,-122.292827,623,,,,,
2015-07-07T16:14:24.000+00:00,37.80187293,-122.292801,597,,,,,
2015-07-07T16:14:26.000+00:00,37.80186468,-122.2927726,571,,,,,
2015-07-07T16:14:28.000+00:00,37.80185575,-122.2927419,551,,,,,
2015-07-07T16:14:30.000+00:00,37.8018476,-122.2927137,534,,,,,
2015-07-07T16:14:32.000+00:00,37.80183975,-122.2926833,507,,,,,
2015-07-07T16:14:34.000+00:00,37.80183514,-122.2926555,486,,,,,
2015-07-07T16:14:36.000+00:00,37.80183025,-122.2926284,457,,,,,
2015-07-07T16:14:38.000+00:00,37.80182698,-122.292601,438,,,,,
2015-07-07T16:14:40.000+00:00,37.80181843,-122.2925825,430,,,,,
2015-07-07T16:14:42.000+00:00,37.8018109,-122.2925586,408,,,,,
2015-07-07T16:14:44.000+00:00,37.80180163,-122.2925318,401,,,,,
2015-07-07T16:14:46.000+00:00,37.80179262,-122.2924995,383,,,,,
2015-07-07T16:14:48.000+00:00,37.80178789,-122.2924706,374,,,,,
2015-07-07T16:14:50.000+00:00,37.80178152,-122.2924524,359,,,,,
2015-07-07T16:14:52.000+00:00,37.80177194,-122.2924232,347,,,,,
2015-07-07T16:14:54.000+00:00,37.80176702,-122.2923952,329,,,,,
2015-07-07T16:14:56.000+00:00,37.80176275,-122.2923698,326,,,,,
2015-07-07T16:14:58.000+00:00,37.80175712,-122.292339,310,,,,,
2015-07-07T16:15:00.000+00:00,37.80174732,-122.2923094,310,,,,,
2015-07-07T16:15:02.000+00:00,37.80174395,-122.29228,297,,,,,
2015-07-07T16:15:04.000+00:00,37.80174144,-122.2922516,281,,,,,
2015-07-07T16:15:06.000+00:00,37.80173489,-122.292223,289,,,,,
2015-07-07T16:15:08.000+00:00,37.80172921,-122.2921958,276,,,,,
2015-07-07T16:15:10.000+00:00,37.80172621,-122.2921687,262,,,,,
2015-07-07T16:15:12.000+00:00,37.8017217,-122.2921428,260,,,,,
2015-07-07T16:15:14.000+00:00,37.80171683,-122.2921149,243,,,,,
2015-07-07T16:15:16.000+00:00,37.80171491,-122.2920882,233,,,,,
2015-07-07T16:15:18.000+00:00,37.80171165,-122.2920646,235,,,,,
2015-07-07T16:15:20.000+00:00,37.80170785,-122.292037,230,,,,,
2015-07-07T16:15:22.000+00:00,37.80169973,-122.2920062,228,,,,,
2015-07-07T16:15:24.000+00:00,37.80169068,-122.2919757,229,,,,,
2015-07-07T16:15:26.000+00:00,37.80167515,-122.2919472,235,,,,,
2015-07-07T16:15:28.000+00:00,37.80166375,-122.2919236,235,,,,,
2015-07-07T16:15:30.000+00:00,37.80165454,-122.2919047,239,,,,,
2015-07-07T16:15:32.000+00:00,37.8016489,-122.2918848,239,,,,,
2015-07-07T16:15:34.000+00:00,37.80163812,-122.2918524,239,,,,,
2015-07-07T16:15:36.000+00:00,37.80163217,-122.2918237,258,,,,,
2015-07-07T16:15:38.000+00:00,37.80163386,-122.2917913,260,,,,,
2015-07-07T16:15:40.000+00:00,37.80162755,-122.2917651,253,,,,,
2015-07-07T16:15:42.000+00:00,37.80161455,-122.291738,267,,,,,
2015-07-07T16:15:44.000+00:00,37.80160268,-122.2917124,267,,,,,
2015-07-07T16:15:46.000+00:00,37.8015923,-122.2916858,268,,,,,
2015-07-07T16:15:48.000+00:00,37.80158103,-122.2916586,273,,,,,
2015-07-07T16:15:50.000+00:00,37.80156796,-122.2916295,268,,,,,
2015-07-07T16:15:52.000+00:00,37.80155587,-122.2916055,257,,,,,
2015-07-07T16:15:54.000+00:00,37.80154464,-122.2915824,260,,,,,
2015-07-07T16:15:56.000+00:00,37.80153779,-122.2915554,266,,,,,
2015-07-07T16:15:58.000+00:00,37.80153192,-122.2915218,257,,,,,
2015-07-07T16:16:00.000+00:00,37.80152344,-122.291489,248,,,,,
2015-07-07T16:16:02.000+00:00,37.80151748,-122.291461,254,,,,,
2015-07-07T16:16:04.000+00:00,37.80151176,-122.2914306,273,,,,,
2015-07-07T16:16:06.000+00:00,37.80150584,-122.2914033,267,,,,,
2015-07-07T16:16:08.000+00:00,37.80150099,-122.2913767,265,,,,,
2015-07-07T16:16:10.000+00:00,37.801497,-122.2913469,273,,,,,
2015-07-07T16:16:12.000+00:00,37.80148977,-122.291318,272,,,,,
2015-07-07T16:16:14.000+00:00,37.80148109,-122.2912872,270,,,,,
2015-07-07T16:16:16.000+00:00,37.80147429,-122.2912664,269,,,,,
2015-07-07T16:16:18.000+00:00,37.80146941,-122.291237,283,,,,,
2015-07-07T16:16:20.000+00:00,37.80146415,-122.2912131,272,,,,,
2015-07-07T16:16:22.000+00:00,37.80145967,-122.2911928,278,,,,,
2015-07-07T16:16:24.000+00:00,37.80145018,-122.2911662,271,,,,,
2015-07-07T16:16:26.000+00:00,37.80143872,-122.2911359,284,,,,,
2015-07-07T16:16:28.000+00:00,37.80143213,-122.2911008,285,,,,,
2015-07-07T16:16:30.000+00:00,37.80142426,-122.2910682,292,,,,,
2015-07-07T16:16:32.000+00:00,37.80141492,-122.2910443,306,,,,,
2015-07-07T16:16:34.000+00:00,37.8014128,-122.2910186,308,,,,,
2015-07-07T16:16:36.000+00:00,37.80140745,-122.2909937,320,,,,,
2015-07-07T16:16:38.000+00:00,37.80140736,-122.2909651,340,,,,,
2015-07-07T16:16:40.000+00:00,37.80140599,-122.2909325,343,,,,,
2015-07-07T16:16:42.000+00:00,37.80140509,-122.2909012,338,,,,,
2015-07-07T16:16:44.000+00:00,37.80140267,-122.2908779,338,,,,,
2015-07-07T16:16:46.000+00:00,37.80139469,-122.2908518,343,,,,,
2015-07-07T16:16:48.000+00:00,37.80138263,-122.2908279,336,,,,,
2015-07-07T16:16:50.000+00:00,37.80137415,-122.290795,343,,,,,
2015-07-07T16:16:52.000+00:00,37.80136689,-122.2907627,345,,,,,
2015-07-07T16:16:54.000+00:00,37.80135415,-122.2907311,355,,,,,
2015-07-07T16:16:56.000+00:00,37.80133496,-122.2907043,344,,,,,
2015-07-07T16:16:58.000+00:00,37.80132719,-122.2906745,347,,,,,
2015-07-07T16:17:00.000+00:00,37.80132007,-122.2906451,358,,,,,
2015-07-07T16:17:02.000+00:00,37.80131483,-122.2906168,361,,,,,
