Timestamp,geo:lat,geo:long,Value
2015-07-07T15:58:49.000+00:00,37.80488668,-122.2992739,3.86
2015-07-07T15:58:50.000+00:00,37.80489799,-122.2992646,3.96
2015-07-07T15:58:51.000+00:00,37.80490892,-122.2992559,4.21
2015-07-07T15:58:52.000+00:00,37.80491826,-122.2992482,4.96
2015-07-07T15:58:53.000+00:00,37.80492943,-122.2992392,5.36
2015-07-07T15:58:54.000+00:00,37.80493928,-122.2992316,5.31
2015-07-07T15:58:55.000+00:00,37.80494865,-122.2992239,5.16
2015-07-07T15:58:56.000+00:00,37.8049581,-122.2992152,5.41
2015-07-07T15:58:57.000+00:00,37.80496786,-122.2992064,5.41
2015-07-07T15:58:58.000+00:00,37.80497845,-122.2991981,5.06
2015-07-07T15:58:59.000+00:00,37.8049905,-122.2991884,4.86
2015-07-07T15:59:00.000+00:00,37.80500091,-122.2991805,5.46
2015-07-07T15:59:01.000+00:00,37.80501085,-122.2991739,5.51
2015-07-07T15:59:02.000+00:00,37.80502021,-122.2991678,5.51
2015-07-07T15:59:03.000+00:00,37.805029,-122.2991624,5.56
2015-07-07T15:59:04.000+00:00,37.80503936,-122.2991545,5.31
2015-07-07T15:59:05.000+00:00,37.8050486,-122.2991442,5.26
2015-07-07T15:59:06.000+00:00,37.8050572,-122.2991337,5.01
2015-07-07T15:59:07.000+00:00,37.80506666,-122.2991233,4.96
2015-07-07T15:59:08.000+00:00,37.80507653,-122.2991143,5.26
2015-07-07T15:59:09.000+00:00,37.80508649,-122.2991067,5.31
2015-07-07T15:59:10.000+00:00,37.80509707,-122.2990994,4.91
2015-07-07T15:59:11.000+00:00,37.80510833,-122.2990934,5.11
2015-07-07T15:59:12.000+00:00,37.80511784,-122.2990861,4.76
2015-07-07T15:59:13.000+00:00,37.8051298,-122.2990799,4.71
2015-07-07T15:59:14.000+00:00,37.80513993,-122.2990727,4.66
2015-07-07T15:59:15.000+00:00,37.80514854,-122.299065,4.81
2015-07-07T15:59:16.000+00:00,37.80515768,-122.2990578,4.51
2015-07-07T15:59:17.000+00:00,37.80516728,-122.299052,4.86
2015-07-07T15:59:18.000+00:00,37.80517746,-122.2990455,5.21
